afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,country
60009086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,jpn
60009089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jpn
60009102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,6,0,aus
60009109,0,0,0,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,1,jpn
60009313,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,3,0,0,1,chn
60009400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,chn
60009427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jpn
60009471,0,0,0,0,0,0,0,0,0,0,0,2,5,4,3,1,0,0,0,0,1,1,kor
60009509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,chn
60009512,0,0,1,1,0,0,0,2,3,0,0,3,8,4,8,1,4,13,10,13,3,2,aus
60009559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chn
60009740,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,3,0,3,jpn
60009801,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,7,kor
60009806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chn
60009825,0,0,0,0,0,0,0,0,3,1,0,1,3,0,0,0,9,12,12,0,0,0,aus
60009834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,aus
60009851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kor
60009852,0,0,0,1,4,0,0,1,10,4,0,0,15,0,0,1,0,1,0,8,0,7,jpn
60009860,0,0,0,0,0,0,0,0,0,2,2,4,3,4,5,6,28,14,8,14,23,32,chn
60009884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chn
60009885,0,0,0,4,0,0,0,2,1,0,5,6,3,0,0,2,0,3,0,0,0,0,jpn
60009923,0,0,0,0,0,0,0,0,0,3,0,4,0,0,2,0,0,0,0,0,0,0,jpn
60009950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,kor
60010037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,17,1,14,20,8,8,20,twn
60010050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aus
60010080,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,1,0,1,7,chn
60010170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,4,5,6,7,chn
60010206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chn
60010407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chn
60010414,0,0,0,0,0,0,3,0,0,2,4,3,1,3,2,0,7,4,1,0,0,0,jpn
60010432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,10,12,18,chn
60010473,0,0,0,0,0,0,0,1,3,0,0,4,0,4,0,1,0,0,0,4,0,12,jpn
