afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,country
60002494,0,0,3,0,6,3,1,4,16,1,4,12,9,4,16,15,7,10,13,28,29,16,can
60002507,0,0,0,0,0,2,2,0,9,0,0,4,6,4,4,0,6,0,6,0,2,0,usa
60002526,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,3,0,3,1,0,0,usa
60002545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60002557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,usa
60002600,0,0,0,0,1,3,2,1,0,0,5,4,4,4,4,0,2,0,0,0,0,0,usa
60002645,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,2,0,usa
60002707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60002717,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,3,5,0,2,0,usa
60002746,6,5,6,7,14,8,12,18,26,34,21,42,47,41,48,56,71,87,113,118,94,121,usa
60002778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60002804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,usa
60002825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,can
60002860,0,0,2,0,0,0,0,6,0,0,0,3,0,3,0,0,0,0,0,3,0,6,usa
60002873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,usa
60002878,0,0,0,0,0,1,0,0,1,0,1,5,3,4,6,0,3,0,0,7,8,0,can
60002896,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,usa
60002968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
