afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,country,user
60019014,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,sgp,yes
60019102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,sgp,yes
60019199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,ind,yes
60019279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ind,no
60019580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,irn,no
60019739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ind,no
60020023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ind,no
60020127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mys,no
60020180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,irn,no
60020210,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,bgd,yes
60020297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ind,no
60020344,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,4,0,0,0,0,8,0,sau,yes
60020376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4,nzl,yes
60020518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,nzl,yes
60020585,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,nzl,yes
60020609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,irn,no
60020796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tha,no
60020825,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,ind,yes
60021005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mys,no
60021176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,ind,yes
60021252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ind,no
60021545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nzl,no
60021686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sau,no
60021768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,irn,no
60021891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,ind,yes
60021927,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,ind,yes
60021944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,4,4,tha,yes
60021981,0,0,0,0,0,0,0,3,12,17,11,12,16,32,29,25,22,23,62,27,57,43,sgp,yes
60022210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,irn,no
60022464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tha,no
60022800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,2,4,2,1,0,ind,yes
60022927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,irn,yes
60023202,0,0,0,0,0,0,0,0,0,3,3,0,4,7,1,2,0,0,2,5,7,0,sgp,yes
60023311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ind,no
60023330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,1,ind,yes
60023483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ind,yes
60023617,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sgp,yes
60023636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,irn,yes
60023760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,nzl,yes
60023933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,ind,yes
60023994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,13,6,0,0,ind,yes
60024232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,9,2,ind,yes
60024285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,sgp,yes
60024594,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nzl,yes
60024852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,irn,yes
60025015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ind,no
60025076,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,sgp,yes
60025192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hkg,no
60025220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nzl,no
60025493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nzl,no
60025497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,irn,yes
60025577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,14,6,mys,yes
60025710,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,8,18,28,12,7,15,sgp,yes
60025757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,ind,yes
60026293,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,9,0,3,0,0,0,0,sgp,yes
60026326,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,tha,yes
60026492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,irn,no
60026499,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,4,0,4,0,0,0,sgp,yes
60026680,0,0,0,0,0,0,0,0,0,2,6,2,3,5,3,4,1,6,8,14,21,12,sgp,yes
60026699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ind,no
60026730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,20,5,7,0,ind,yes
60026881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ind,no
60026914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,irn,no
60027171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,ind,yes
60027315,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,bgd,yes
60027365,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,0,4,0,0,ind,yes
60027708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,17,irn,yes
60027741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sau,no
60028079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,ind,yes
60028174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,irn,no
60028190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,tha,yes
60028230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,16,6,0,1,0,ind,yes
60028488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,4,16,ind,yes
60028907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sau,no
60029157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,10,1,1,6,mys,yes
60029198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nzl,no
60029284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,ind,yes
60029401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sgp,no
60029516,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,1,0,0,2,5,3,2,ind,yes
60029533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,10,0,4,0,sau,yes
60029551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ind,no
60029749,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,nzl,yes
60029908,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ind,yes
60030183,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,sgp,yes
60030536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,ind,yes
60030599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mys,no
60030736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sau,no
60030743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,5,sgp,yes
60031198,0,0,0,0,0,0,2,0,3,3,4,0,4,5,13,22,4,12,29,8,12,27,sgp,yes
60031210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,irn,no
60031325,0,0,0,0,0,0,0,0,0,3,0,2,0,4,3,0,0,0,0,0,0,6,sgp,yes
