afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,country,user
60009448,0,0,0,0,0,0,0,0,0,0,2,0,2,4,3,2,14,0,6,0,10,0,fra,yes
60009554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60009587,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,13,0,0,0,0,gbr,yes
60009647,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11,0,0,7,9,10,0,fra,yes
60009664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr,no
60009731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu,no
60009848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60010023,0,0,1,0,1,3,2,0,0,0,0,1,1,0,8,0,0,0,10,15,18,1,nld,yes
60010051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,fra,yes
60010088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr,no
60010269,0,0,0,0,0,0,0,2,7,0,4,2,0,0,4,11,12,16,5,6,10,0,gbr,yes
60010286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60010337,1,0,0,0,0,4,0,0,0,0,0,0,12,1,15,3,0,4,2,0,6,0,gbr,yes
60010338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,deu,yes
60010389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr,no
60010426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr,no
60010503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr,no
60010578,0,0,0,3,1,0,1,0,0,0,0,11,0,0,7,4,3,8,0,7,12,7,fra,yes
60010586,0,0,0,1,0,0,3,0,1,0,5,0,3,12,9,24,1,22,20,40,41,27,deu,yes
60010715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60010719,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,13,9,18,10,4,gbr,yes
60010818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr,no
60010819,0,0,0,0,0,0,0,0,1,0,0,0,0,11,12,0,6,3,0,6,9,0,deu,yes
60010850,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,fra,yes
60010942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60010954,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,6,0,3,5,8,0,2,nld,yes
60010973,0,0,0,0,0,0,0,0,0,3,0,6,1,0,0,0,3,2,3,0,0,5,gbr,yes
60011024,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,5,0,8,0,10,0,0,fra,yes
60011032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1,0,gbr,yes
60011226,0,0,0,0,0,0,0,0,0,1,4,3,0,0,2,0,11,8,1,5,0,0,deu,yes
60011447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,3,fra,yes
60011520,10,14,3,5,4,3,1,5,26,17,22,12,19,15,37,18,36,75,42,18,67,29,gbr,yes
60011575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,nld,yes
60011604,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,deu,yes
60011610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,2,7,0,0,deu,yes
60011675,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,7,5,13,11,31,0,fra,yes
60011686,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,21,18,20,26,31,deu,yes
60011807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu,no
60011885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr,no
60012012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60012070,0,0,0,0,0,0,0,0,0,2,6,1,1,1,4,7,6,7,0,0,4,15,gbr,yes
60012113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr,no
