afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
60011916,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60011918,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
60011931,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012003,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60012061,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012162,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0
60012227,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012259,NA,0,0,0,0,0,0,0,0,0,0,0,0.8,1,0.5,0.5,0.5,0.5,0.461538462,0.166666667,0.4375,0.307692308
60012306,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,1,0,0.066666667
60012311,NA,0,0,0.333333333,0,0.5,0,0,0,0,0,0,0.176470588,0.428571429,0.161290323,0.2,0.235294118,0,0.12244898,0.159090909,0.183333333,0.14
60012324,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.052631579,0.15,0
60012334,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012383,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0
60012413,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012486,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012499,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012511,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0
60012603,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012614,NA,0,0,1,0,0,0,0,0,0,1,0.555555556,0.4,0.272727273,0.5,0.19047619,0.4,0.105263158,0.052631579,0.346153846,0.051724138,0.30952381
60012630,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
60012636,NA,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
60012753,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0.333333333,0.5,0,0.75,1,0.333333333
60012756,NA,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.6,0
60012936,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0,0,0,0.583333333,1
60012937,NA,0,0,0,0,1,1,0.333333333,1,0,0.333333333,0,0,0,1,0.428571429,0,0.090909091,0.153846154,0.5,0.538461538,0.210526316
60012953,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012954,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.2,0,0,1,0.6,0.555555556,0.136363636
60013052,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60013101,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60013141,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60013173,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60013263,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60013333,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60013435,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0.285714286,0,0.25,0.625,1,0.333333333,0.375,0.454545455
60013575,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60013703,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.5,0
60013756,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
60013835,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
60013849,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0
60013980,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014037,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014077,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
60014090,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014096,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0
60014168,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0
60014221,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4
60014241,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0
60014262,NA,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.2
60014378,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014383,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014441,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.25,0.5,0.035714286,0.066666667,0,0.166666667
60014497,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0
60014504,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014519,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1,0.666666667,0.6
60014568,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014596,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014603,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014655,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0
60014808,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.285714286,0.5
60014877,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014930,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
60014976,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60015098,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60015179,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60015184,NA,0,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0,0,0.230769231,0,0
60015192,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333,0.666666667,0.285714286,0.090909091,0.25,0.384615385,0.363636364,0.352941176
60015197,NA,0,0,0,0,0,0,0,0.5,0,0.4,0.333333333,0,0,0,0,0,0.333333333,0,1,0,0.25
60015199,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0
60015216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60015234,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.2,0,0
60015300,NA,0,0,0,0,0,0,0,0,0,0.6,0,1,0,0.5,0.5,0.166666667,0.333333333,1,0.333333333,0.1875,0.4
60015331,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0,1,0,0,0
60015361,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60015375,NA,0,0,0,0,0,0,0,0.6,0.333333333,0.6,0.333333333,1,1,0,0,0,0,0.666666667,0,0,0.153846154
60015585,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60015591,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.666666667,0,0,0.5
60015708,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60015741,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60015826,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60015986,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333,1,0,0.142857143
60016004,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016041,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,1
60016051,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016104,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016128,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016147,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0
60016238,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016357,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016377,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016382,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016437,NA,0,0,0,0,0,0,1,0,0,0,0,0,0.428571429,0.166666667,0,0.166666667,0,0.2,0,1,0.571428571
60016476,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0.5
60016574,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016595,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016605,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0.6,0,0
60016622,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,1,1
60016663,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016809,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60016829,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0,0
60016987,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0.6,0,0,0.333333333,0.086956522,0,0.071428571
60017104,NA,0,0,0,0,0,0,0,0.25,0,0,0,0.166666667,0,0,0.142857143,0.333333333,0.230769231,0.6,0.266666667,0.5,0.434782609
60017107,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60017275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0.071428571
60017293,NA,0,0,0,0,0,0,1,0.333333333,1,0,1,0.555555556,0.555555556,0.083333333,1,0.333333333,0.333333333,0.5,0.538461538,0.285714286,0.52
60017294,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60017344,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.666666667,0,0
60017375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60017480,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60017563,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.4,0.25,0,0.181818182,1,0.052631579,0.230769231,0.2
60017697,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.777777778,0.166666667
60017743,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60017750,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333
60017815,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
60017838,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60017905,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.166666667,0.5,0,0.214285714,1
60018055,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60018163,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60018363,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.285714286,0.75,0,0.666666667
60018368,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60018382,NA,1,1,0,0.5,1,0,1,0,0,0,0,0,0.176470588,0.5,0.571428571,0.222222222,0.25,0.375,0.5,0,0
60018460,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60018462,NA,0,0,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60018505,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.090909091,0.666666667,0.6,0
60018589,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0.285714286,0.333333333,0,0,0,0,0,0
60018592,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60018597,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60018678,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.272727273,0,0.142857143,0,0
60018722,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
60018768,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60018940,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0
60019064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60019160,NA,0,0,0,0,0,0,0,0.142857143,0,0,0.166666667,0.181818182,0.272727273,0.5,0.5,0,0.1,0,0,0.5,0.4
60019181,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60019290,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0
60019295,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0.181818182,0.5,0.5,0,0.272727273,0.210526316,0.258064516,0.0625
60019342,NA,0,0,0,0.25,0,1,0.333333333,1,0,0,1,0,0,1,0.666666667,0,0.166666667,1,0,0,0.5
60019449,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60019473,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60019519,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60019619,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.428571429,0.5,0.25
60019636,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.5,0,0.25
60019663,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60019769,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0.25,1,1
60019793,NA,0,0,0,0,0,0,0,0.125,0,0,0.666666667,0.666666667,0,0.071428571,0.238095238,0.111111111,0.3,0.25,0.3125,0.625,0.176470588
60019813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60019826,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,1,0,0,0,0
60019987,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60020035,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,1,0,0,0,0
60020086,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
60020195,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
60020261,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
60020432,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60020475,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
60020484,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667
60020486,NA,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0.75,0.333333333,1,0,0.5,0.333333333,0.153846154,0.166666667
60020591,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60020657,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.5,0.666666667,1,1,0,1,0
60020766,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.2,0.142857143,0.333333333
60020771,NA,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,1
60020919,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60020936,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60020970,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60020985,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.2
60021007,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60021136,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333,0,0,0,0,1,1,0
60021199,NA,0,0,0,0,0,0,0,0,0,0,0.333333333,0.25,0,0,0.6,1,0.294117647,0.461538462,0.405405405,0.473684211,0.655172414
60021255,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60021283,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.444444444,0.2,0.333333333,0.181818182,0.25,0.142857143
60021361,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.142857143
60021364,NA,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0
60021421,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.4,0.545454545,0
60021479,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60021494,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0
60021588,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60021609,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115384615
60021631,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60021660,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60021696,NA,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.333333333,0.25,0.25,0
60021859,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.5,1,0.055555556,0.6
60021876,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0
60021931,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022002,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022028,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022036,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
60022068,NA,0,0,0,0,0,0,0.5,0.285714286,0,0,0,0.5,0.333333333,0,0,0,0,0,0,0.285714286,0.666666667
60022076,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,1,0
60022119,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.6,0
60022134,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
60022146,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022169,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022229,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60022237,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0
60022400,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022403,NA,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.75,0,0,0.4,0
60022410,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022415,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022428,NA,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0
60022436,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022457,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.166666667
60022512,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022615,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022672,NA,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0
60022729,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0.333333333
60022778,NA,0,0,0,0,0,0,0,0,0,0.428571429,0,1,0,0,0,0.1,0.4,0,0.25,0.666666667,0
60022799,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022851,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60022956,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60023020,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.5,0,0.285714286,0.8,0.411764706,1
60023052,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60023085,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143
60023146,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0
60023238,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60023256,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0.333333333,0
60023289,NA,0,0,0,0,0,0,0,0,0,1,0.4,0,0.666666667,0,0.5,1,0.666666667,0.5,0,0.25,1
60023355,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
60023452,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60023506,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.625,0.111111111,0
60023561,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.133333333,0
60023588,NA,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.230769231,0.75,0.181818182,0.352941176,0,0.363636364
60023610,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333,0,1,0.2,0.25,0.454545455,0,0.25
60023659,NA,0,0,0,1,0,0.5,0,1,0,0,0,0.5,0.285714286,0.375,0,0.666666667,0.2,0,1,0.5,0
60023773,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60023786,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60023882,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0
60023955,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0.25
60024021,NA,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0
60024053,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0
60024124,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60024147,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60024252,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60024257,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.666666667,0,0
60024353,NA,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.666666667,0,0,0.5,1
60024417,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60024419,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
60024421,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60024484,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
60024521,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,1,0,0,0,0,0,0
60024531,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60024631,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,1,0.666666667,1
60024655,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60024690,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25
60024695,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60024812,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.285714286,0.25,0.173913043
60024825,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.090909091,0.071428571
60024832,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60024895,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60025028,NA,0,0,0,1,0.25,0,0.5,0,1,0,1,0.666666667,0,0,0,0,0,0,0.5,1,1
60025046,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60025063,NA,0,0,0,0,0,0,0,0.222222222,0,0.111111111,0.25,0.428571429,0.111111111,0.04,0.176470588,0.071428571,0.25,0.123076923,0.139534884,0.234042553,0.148148148
60025153,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,1,0.5,0.333333333,0.75,0,0.55
60025160,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
60025187,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.5,0,0.333333333,0.25
60025235,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60025254,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60025543,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60025668,NA,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0
