afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,community
60030888,NA,0,0,0,0,0.333333333,0.333333333,0.2,0,0,0.090909091,0,0,0,0.181818182,0,0.125,0,0.333333333,0,0.5,0,Asia-Pacific (core)
60030904,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60030922,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60030929,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60030939,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,Asia-Pacific (core)
60030953,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0.25,Asia-Pacific (core)
60030995,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031003,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031004,NA,0,0,0,0,0.777777778,0,0,0,0.4,0.428571429,0.25,1,0.7,0.909090909,0.5,0.764705882,0.555555556,0.458333333,0.424242424,0.425,0.5,Asia-Pacific (core)
60031031,NA,0,0,0,0,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0.4,0.5,0,0.117647059,0.4,0.375,Asia-Pacific (core)
60031041,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031051,NA,0,0,0,0,0,0,0,0,1,0.666666667,1,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031053,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031085,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031126,NA,0,0,0,0,0.666666667,0,0,0.333333333,0,0,0.2,0.571428571,0.142857143,0.375,0.052631579,0,0,0.5,0.25,0.166666667,0.333333333,Asia-Pacific (core)
60031226,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Asia-Pacific (core)
60031356,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031363,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031404,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031419,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0.333333333,Asia-Pacific (core)
60031454,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031582,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031607,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031615,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.428571429,0,0,Asia-Pacific (core)
60031662,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031703,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0,0,0,Asia-Pacific (core)
60031720,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031806,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0.285714286,0,0.1875,0,0.4,0.571428571,Asia-Pacific (core)
60031846,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.666666667,0,0,0,0,0.428571429,Asia-Pacific (core)
60031863,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60031913,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,Asia-Pacific (core)
60031941,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0.214285714,0.222222222,Asia-Pacific (core)
60031955,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032116,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,Asia-Pacific (core)
60032144,NA,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.166666667,0,0,1,0,0.166666667,0,Asia-Pacific (core)
60032203,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032325,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032330,NA,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,Asia-Pacific (core)
60032356,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Asia-Pacific (core)
60032407,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032492,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032520,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032572,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.333333333,0,0,Asia-Pacific (core)
60032589,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032607,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,Asia-Pacific (core)
60032624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,Asia-Pacific (core)
60032632,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032679,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032738,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032746,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60032955,NA,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.166666667,0.375,0.5,0.307692308,0,0.133333333,0.2,0.272727273,Asia-Pacific (core)
60032987,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888888889,0.333333333,0.8,0,0.285714286,0.428571429,0,Asia-Pacific (core)
60033085,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60033100,NA,0,0,0,0,0,0,0,1,0.5,0.5,0.25,0,0.25,0,0,0.111111111,0.2,0.235294118,0.388888889,0.525,0.3,Asia-Pacific (core)
60033124,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60033129,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.285714286,0.625,0.444444444,0,0,Asia-Pacific (core)
60033142,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60033173,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60033235,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60033270,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.166666667,0,0,Asia-Pacific (core)
60033323,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60033350,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60033368,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60033409,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60033415,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60033495,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60057642,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60057894,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,Asia-Pacific (core)
60066010,NA,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0.2,0.454545455,0.2,0,0.333333333,0.333333333,Asia-Pacific (core)
60068688,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.545454545,0.125,0.363636364,0,0.214285714,Asia-Pacific (core)
60068689,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,Asia-Pacific (core)
60068690,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60068691,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60068693,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0.25,0,0.5,0.533333333,0,0.2,0.1,0,Asia-Pacific (core)
60068695,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60068696,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.111111111,0.1,0.25,0.071428571,Asia-Pacific (core)
60068698,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60068705,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60068706,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60068707,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60068716,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0,0,0,0,0,0,Asia-Pacific (core)
60068722,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60068723,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60069706,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60069708,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,Asia-Pacific (core)
60069716,NA,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.142857143,0.333333333,0,0,0,0,0.045454545,0.222222222,0.086956522,Asia-Pacific (core)
60069717,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60069719,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60069723,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.125,0,Asia-Pacific (core)
60069724,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,1,0,0,1,0,0,Asia-Pacific (core)
60069727,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60069728,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.833333333,0,1,0.384615385,0.555555556,Asia-Pacific (core)
60069729,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60069737,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60069738,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60069739,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60069742,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,Asia-Pacific (core)
60069744,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.333333333,0,0.352941176,0.5,Asia-Pacific (core)
60069749,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60069758,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60070968,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60072373,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60072379,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60072392,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60072397,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,Asia-Pacific (core)
60072403,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60072411,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60072429,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073385,NA,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.125,0,0.25,0,0.2,0,0.25,0,0.142857143,Asia-Pacific (core)
60073386,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073387,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,Asia-Pacific (core)
60073388,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073390,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073391,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.25,0,0,0,0,0,0,Asia-Pacific (core)
60073422,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073438,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073450,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073466,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,Asia-Pacific (core)
60073471,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,Asia-Pacific (core)
60073473,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073481,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073504,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073506,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,Asia-Pacific (core)
60073509,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.375,0.25,0,0.6,0.090909091,0,0.125,Asia-Pacific (core)
60073512,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073519,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073520,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073521,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073524,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073525,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073528,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073529,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073535,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073537,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073540,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073555,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073559,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073560,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,Asia-Pacific (core)
60073564,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073566,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073567,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,Asia-Pacific (core)
60073570,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073571,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073572,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073577,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073585,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073586,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073587,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073596,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073599,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,Asia-Pacific (core)
60073600,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073607,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073608,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073613,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.2,0,0.555555556,0,0,0.307692308,0.136363636,Asia-Pacific (core)
60073621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073622,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.333333333,Asia-Pacific (core)
60073625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073626,NA,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,1,0,0.25,0.333333333,0.777777778,1,0.5,Asia-Pacific (core)
60073628,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,Asia-Pacific (core)
60073637,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073639,NA,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.333333333,0,0,0,Asia-Pacific (core)
60073643,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073652,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0.25,0.52,0.538461538,0.375,Asia-Pacific (core)
60073662,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073665,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073673,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073682,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073685,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073690,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073691,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073692,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073697,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073709,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073720,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073724,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.428571429,Asia-Pacific (core)
60073726,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,Asia-Pacific (core)
60073738,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.625,0.625,Asia-Pacific (core)
60073748,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60073750,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60074617,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60074624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60074740,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60075699,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60075700,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60075971,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60079715,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080101,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080103,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080463,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080466,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080648,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080659,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080664,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080665,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080732,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080734,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,Asia-Pacific (core)
60080743,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080750,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60080958,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.25,0,Asia-Pacific (core)
60080980,NA,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0.25,0,0,0,0,0,0,0.75,Asia-Pacific (core)
60080982,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60081221,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60081239,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60081483,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60082183,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60082198,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,Asia-Pacific (core)
60082202,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,Asia-Pacific (core)
60082495,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60082498,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60082500,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60082502,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60082507,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia-Pacific (core)
60082819,NA,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.285714286,0.5,0.166666667,0,0.266666667,0.357142857,0.411764706,0.333333333,Asia-Pacific (core)
60082821,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0.666666667,Asia-Pacific (core)
60082822,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0.428571429,0.222222222,Asia-Pacific (core)
