afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,community
60016726,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60016908,NA,0.25,0,0.25,0,0.375,0.5,0.285714286,0,0.125,0.318181818,0.222222222,0,0.266666667,0.222222222,0.138888889,0.185185185,0.172413793,0.236842105,0.209302326,0.245283019,0.147540984,EU-COST (core)
60016939,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333,0,0,0.333333333,0,EU-COST (core)
60017059,NA,0,0,0,0,0.4,0,0,0,0,0,0,0,0.5,0,0.384615385,0.333333333,0.083333333,0.130434783,0.333333333,0.083333333,0.043478261,EU-COST (core)
60017129,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60017134,NA,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.052631579,0.333333333,EU-COST (core)
60017166,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60017246,NA,0,0,0.5,0,0,0,0.5,0,0.333333333,0.411764706,0.166666667,0,0.166666667,0,0.142857143,0.375,0.19047619,0.366666667,0.4,0.225806452,0.166666667,EU-COST (core)
60017317,NA,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.4,0.272727273,0,0.2,0.111111111,EU-COST (core)
60017326,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,EU-COST (core)
60017419,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,EU-COST (core)
60017438,NA,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,1,0.357142857,0,EU-COST (core)
60017488,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,0.529411765,0,0,0.142857143,0,0,0,0.5,0,EU-COST (core)
60017489,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60017498,NA,0,0,0.666666667,0,0,0,0,0,0,0.3,1,0,0,0,0.571428571,0,0,0,0,0,0,EU-COST (core)
60017724,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0.333333333,0,EU-COST (core)
60017766,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0.1,0.172413793,0.103448276,0.142857143,0.066666667,0.111111111,EU-COST (core)
60017780,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,EU-COST (core)
60017882,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60017969,NA,0,0.142857143,0,0,0,0.285714286,0.4,0.333333333,0.333333333,0.485714286,1,0.375,0.2,0,0.571428571,0,0,0.083333333,0.083333333,0,0.272727273,EU-COST (core)
60018012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60018084,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60018134,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60018139,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60018229,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.363636364,0.142857143,EU-COST (core)
60018317,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,EU-COST (core)
60018353,NA,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0.2,0.333333333,0.571428571,0.214285714,0.071428571,0.153846154,0.25,0.173913043,0.0625,0.533333333,0,EU-COST (core)
60018362,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60018366,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60018373,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,EU-COST (core)
60018525,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60018534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60018596,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,EU-COST (core)
60018654,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60018733,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.222222222,0.235294118,EU-COST (core)
60018861,NA,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,EU-COST (core)
60018869,NA,0,0,0,0,0,0,0,0.375,0,0,0.6,0,0,0,0,0.235294118,0,0,0,0.25,0.2,EU-COST (core)
60018965,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60019105,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60019163,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60019180,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,EU-COST (core)
60019201,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,EU-COST (core)
60019205,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60019394,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60019415,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60019615,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60019630,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,EU-COST (core)
60019656,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.2,0.230769231,EU-COST (core)
60019702,NA,0,0,0,0,0,0,0,0,0,0.222222222,0,0.125,0.333333333,0,0.11627907,0.347826087,0.285714286,0.142857143,0.2,0.176470588,0.186046512,EU-COST (core)
60019722,NA,0,0,0,0,0,0,0,0.4,0,0.5,0,0,0,0.666666667,0.142857143,0.1,0.166666667,0.391304348,0.434782609,0.172413793,0.225,EU-COST (core)
60019816,NA,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.1,0.153846154,0.045454545,0.137931034,0.090909091,0.153846154,EU-COST (core)
60019839,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,EU-COST (core)
60019953,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.2,EU-COST (core)
60019984,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.111111111,0,EU-COST (core)
60019985,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,1,0.5,EU-COST (core)
60019996,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60020016,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.714285714,0,EU-COST (core)
60020022,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.6,0,0,0,0,0,EU-COST (core)
60020065,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60020075,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60020124,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,EU-COST (core)
60020129,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0,0,0,0,0,0,0,0,EU-COST (core)
60020135,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60020238,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60020306,NA,0,0,0,0,0,0,0,0,1,0,0.5,0,0.428571429,0,0.2,0.333333333,1,0.285714286,0,0,0,EU-COST (core)
60020315,NA,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.2,0,0,0,0,0,0.111111111,0.111111111,EU-COST (core)
60020329,NA,0.315789474,0.375,0.555555556,0.5,0.263157895,0.1,0.5,0.4,0.352941176,0.431818182,0.083333333,0.296296296,0.35483871,0.363636364,0.35,0.4,0.5625,0.260869565,0.545454545,0.5,0.181818182,EU-COST (core)
60020345,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60020413,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60020416,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.166666667,0.368421053,EU-COST (core)
60020454,NA,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.454545455,0,0,0.285714286,0.631578947,0,0,0,0,EU-COST (core)
60020595,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.5,0.625,0,0,0.083333333,0,EU-COST (core)
60020599,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,EU-COST (core)
60020623,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60020649,NA,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0.285714286,0.166666667,0,EU-COST (core)
60020650,NA,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.75,0.5,0.3,0.192307692,0,0.424242424,0.2,EU-COST (core)
60020661,NA,0,0,0,0,0,0,0,0.5,1,0,0,0,0.5,0,0,0.307692308,0.25,0,0.444444444,0,0.2,EU-COST (core)
60020730,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60020773,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60020952,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,EU-COST (core)
60021097,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,EU-COST (core)
60021110,NA,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0.333333333,0,0,0,0,0,0,0,0.157894737,EU-COST (core)
60021260,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60021301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60021311,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,EU-COST (core)
60021327,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EU-COST (core)
60021328,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60021374,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60021432,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60021435,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.642857143,0.357142857,0.314285714,0,0,0.254901961,EU-COST (core)
60021464,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60021488,NA,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0.25,0.5,0.25,0,0,0,0.090909091,0.125,0,EU-COST (core)
60021564,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60021567,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,EU-COST (core)
60021722,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,EU-COST (core)
60021763,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,EU-COST (core)
60021889,NA,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60021999,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0,0,0.1,EU-COST (core)
60022020,NA,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0,0.5,0,0.5,0.166666667,0,0,0,0,EU-COST (core)
60022023,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60022046,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,EU-COST (core)
60022091,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60022106,NA,0,0,0,0,0,0,0,0,0,1,0.5,0,0.714285714,0.5,0,0,0,0.166666667,0.25,0.454545455,0.166666667,EU-COST (core)
60022109,NA,0,0,0,0,0,1,0,0,0,0.25,0,1,0.25,0,0,0.333333333,0,0.222222222,0,0,0,EU-COST (core)
60022113,NA,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60022132,NA,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.444444444,0,0.166666667,0,0.333333333,EU-COST (core)
60022135,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0,0,0,0.25,EU-COST (core)
60022148,NA,0.25,0,0,0.333333333,0.272727273,0.2,0.166666667,0.407407407,0.55,0.424242424,0.285714286,0.282051282,0.266666667,0.285714286,0.258064516,0.326923077,0.48,0.230769231,0.281690141,0.308823529,0.318181818,EU-COST (core)
60022175,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.285714286,0,0.5,0,0,EU-COST (core)
60022265,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60022344,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60022357,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.333333333,0,0,0,0,0,EU-COST (core)
60022368,NA,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.6,0.2,EU-COST (core)
60022376,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60022434,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60022653,NA,0.5,0,0.5,0.333333333,0,0,0,0,0,0,0.5,0.333333333,0.8,0.666666667,0,1,0.714285714,0,0,0.5,0.666666667,EU-COST (core)
60022683,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60022785,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0.777777778,0,EU-COST (core)
60022786,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60022871,NA,0,0,0,0,0,0,1,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0.857142857,0,EU-COST (core)
60023080,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60023131,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,EU-COST (core)
60023208,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,EU-COST (core)
60023239,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60023251,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,EU-COST (core)
60023477,NA,0,0,0,0.411764706,0.5,0.052631579,0.25,0.5,0.25,0.428571429,0.533333333,0.272727273,0.357142857,0,0.5,0.153846154,0.538461538,0.40625,0.363636364,0.315789474,0.05,EU-COST (core)
60023578,NA,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.111111111,0,0.25,0.4,0.2,0.333333333,0.137931034,0.166666667,EU-COST (core)
60023597,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,EU-COST (core)
60023622,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,EU-COST (core)
60023643,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.153846154,EU-COST (core)
60023665,NA,0,0,0,0,0,0,0,0,0.444444444,0,0,0.5,0,0,0,0,0,0,0,0,0,EU-COST (core)
60023686,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,EU-COST (core)
60023861,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60023892,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60023970,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,EU-COST (core)
60023998,NA,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.4,0.1,0.454545455,0,0.25,0,0,0.166666667,EU-COST (core)
60024007,NA,0,0,0.333333333,0.333333333,0.444444444,0.333333333,0,0.444444444,0.142857143,0.615384615,0,0.35,0,0.428571429,0.227272727,0.210526316,0.32,0.279069767,0.181818182,0.290322581,0.055555556,EU-COST (core)
60024025,NA,0.357142857,0.5,0.5,1,0,0,1,0,0.2,1,0.142857143,0.382352941,0.5,0.192307692,0.138888889,0.392857143,0.210526316,0.255813953,0.22,0.254545455,0.173913043,EU-COST (core)
60024052,NA,0,0,0,0.5,0,0,0,0,0.142857143,0,0,0.333333333,0,0.5,0.4,0.111111111,0.25,0.4,0.571428571,0.21875,0.333333333,EU-COST (core)
60024067,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024097,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024144,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024240,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,EU-COST (core)
60024260,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024356,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0,EU-COST (core)
60024400,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024418,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024453,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024516,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024568,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0.555555556,EU-COST (core)
60024581,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0,EU-COST (core)
60024610,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024629,NA,0,0,0,0,0,0,0,0.333333333,0,0,0.3,0.444444444,0.428571429,0.363636364,0.571428571,0.1,0.185185185,0.222222222,0.555555556,0.227272727,0.166666667,EU-COST (core)
60024652,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0.142857143,0.4,0.6,0,0,0.375,0.166666667,0.142857143,EU-COST (core)
60024654,NA,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,EU-COST (core)
60024724,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.125,0,0,EU-COST (core)
60024766,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024779,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.2,0.428571429,0.333333333,0.111111111,0.181818182,0.238095238,EU-COST (core)
60024805,NA,0,0,0,0,0,0,0,0.5,0.428571429,0.75,0.5,0.5,0.375,0.333333333,0.25,0.307692308,0.466666667,0.461538462,0,0.3125,0.172413793,EU-COST (core)
60024806,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024834,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024884,NA,0,0,0,0,0,0,0,0,0,0.333333333,0,0.181818182,0.666666667,0,1,0,0,0.222222222,0,0,0,EU-COST (core)
60024899,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024945,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60024960,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,EU-COST (core)
60025016,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,EU-COST (core)
60025167,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025200,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0.166666667,0,0,0,EU-COST (core)
60025225,NA,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.166666667,0.416666667,0,0,EU-COST (core)
60025288,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025310,NA,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0.05,EU-COST (core)
60025323,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025352,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,EU-COST (core)
60025475,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.444444444,0,EU-COST (core)
60025525,NA,0,0,0,0,0.5,0.333333333,0,0.4,0.6,0.4,0.166666667,0.375,0.333333333,0.666666667,0.25,0.555555556,0.125,0.333333333,0.5,0,0.571428571,EU-COST (core)
60025580,NA,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025618,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025641,NA,0,1,0.333333333,0.4375,0.727272727,0,0,0.357142857,0.222222222,0.4375,0.5625,0.333333333,0.4,0.333333333,0.285714286,0.333333333,0.208333333,0.208333333,0.264705882,0.2,0.315789474,EU-COST (core)
60025649,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,EU-COST (core)
60025676,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5,0.2,0,0,0.055555556,EU-COST (core)
60025704,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025714,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025735,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025779,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025833,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025906,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025933,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60025990,NA,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026040,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026061,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026067,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026116,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026124,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.181818182,0,0.5,0.263157895,0.25,0,0,EU-COST (core)
60026125,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.2,0,0,0.111111111,0.181818182,EU-COST (core)
60026158,NA,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,EU-COST (core)
60026164,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026166,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.272727273,0.363636364,0.272727273,0.181818182,0.571428571,0.416666667,0.692307692,EU-COST (core)
60026199,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026221,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026245,NA,0,0,0,0,0,0,0,0,0,0,0.25,0.333333333,0.5,0.375,0.111111111,0.3125,0,0.333333333,0.16,0.5,0.275862069,EU-COST (core)
60026278,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.684210526,0.666666667,0,0,0.476190476,0.323529412,0,0,0,EU-COST (core)
60026314,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026479,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.363636364,0.4,0.375,0.375,0.105263158,0.444444444,0.307692308,EU-COST (core)
60026530,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.666666667,0,0,0,0,0,EU-COST (core)
60026619,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026712,NA,0.25,0,0.25,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026803,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU-COST (core)
60026840,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,EU-COST (core)
60026851,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0.25,0.342857143,0.333333333,0.555555556,0.277777778,0.183673469,0.62962963,0.117647059,EU-COST (core)
