afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,country
60006429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,7,2,deu
60006444,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,4,0,gbr
60006490,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,9,15,26,19,8,7,3,deu
60006757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,10,0,3,gbr
60006901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,gbr
60007118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60007173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60007247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,4,6,gbr
60007257,0,0,0,4,3,1,2,8,14,13,8,18,10,19,17,16,3,19,21,14,20,10,deu
60007419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60007470,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu
60007493,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,10,9,1,4,10,16,15,deu
60007548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,fra
60007573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,10,gbr
60007616,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,0,0,0,0,2,deu
60007746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu
60007762,0,0,0,0,0,0,0,0,7,0,0,3,0,8,7,13,15,33,13,19,11,24,deu
60007774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,2,deu
60007798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,deu
60007816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60007881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60007895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,12,nld
60007896,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,9,9,0,5,deu
60007902,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,17,7,4,3,7,0,deu
60007904,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,2,0,19,0,0,0,4,gbr
60007943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu
60007989,3,0,0,1,1,3,5,4,3,3,3,7,12,5,16,11,20,18,11,14,14,6,nld
60008042,0,0,0,0,0,0,0,0,8,4,2,4,0,0,10,13,1,9,18,2,2,3,deu
60008134,0,3,9,0,3,1,5,10,7,10,10,27,19,25,56,56,45,89,75,78,64,69,fra
60008155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,deu
60008248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,deu
60008250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60008293,0,1,4,0,0,0,2,0,3,4,3,0,1,2,0,4,0,1,0,1,0,4,deu
60008323,0,0,0,0,0,0,0,0,6,0,0,0,0,7,7,0,0,0,0,0,3,0,gbr
60008380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,deu
60008447,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4,0,0,fra
60008477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60008583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu
60008658,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,11,7,4,15,15,3,0,deu
